gbifID	user	rating	species	tribe	timestamp_iso
416979374	Kasper Online	good	Atacama_nivea	Unplaced	2025-10-14T19:32:47+02:00
3014187003	Kasper Online	bad	Parolinia_ornata	Anastaticeae	2025-10-14T19:54:53+02:00
5109658291	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5209821566	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
1851361198	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5215122310	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5139942118	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109516645	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
2645733734	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110048949	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
2645635187	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110030829	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
4855371397	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109474545	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110525760	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
667666244	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
3474592918	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109961597	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110396149	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5167506804	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5153777704	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109845775	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110509219	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5178782613	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109892170	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
667666243	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
2521420456	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
4891880372	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110553569	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5153393198	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109313565	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109292587	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109582004	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5178778341	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
4888091759	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
667666242	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
2521385385	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109861812	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5110121418	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5134144916	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
3760272040	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109311989	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109294900	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5142805517	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109871214	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
667664966	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5139946744	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
5109598038	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
2644978778	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
3949863780	Kasper Online	good	Iberis_sempervirens	Iberideae	2025-10-14T20:13:06+02:00
